Level,Cluster Id
7,27255
7,27254
6,27249
7,27248
6,27134
7,41150
7,41149
6,41026
7,41025
7,41024
7,40708
7,40706
7,54935
7,54841
7,54840
7,54838
7,54837
7,54714
7,54713
7,68966
7,68965
7,68842
7,68841
7,68744
7,68627
6,68622
7,68521
7,68520
