Level,Cluster Id
7,33893
7,33781
7,33778
7,33777
7,33776
6,33681
7,47803
7,47802
6,47797
7,47695
7,47594
7,47593
7,47592
7,47590
7,47473
7,47471
7,61726
7,61723
7,61722
7,61606
7,61605
7,61603
7,61602
7,61389
7,61291
7,61290
7,61288
