Level,Cluster Id
6,50564
7,50563
7,50562
7,50451
7,50450
7,50339
6,50239
6,50235
6,50231
7,50125
7,50123
7,50122
6,64492
7,64491
7,64490
7,64371
6,64266
7,64132
7,64131
7,64054
