Level,Cluster Id
7,32763
7,32762
7,32663
7,32662
7,32660
7,32659
7,46668
7,46445
7,46338
6,46333
6,46329
6,46218
7,60578
7,60577
6,60572
6,60568
7,60467
7,60370
7,60369
7,60366
7,60365
7,60262
6,60257
