Level,Cluster Id
7,25496
7,39407
7,39296
7,39295
7,39185
7,39184
7,39072
7,39071
6,39066
7,39065
7,39064
7,53311
7,53310
7,53308
7,53200
7,53199
7,53197
6,50839
7,50838
7,50732
7,67216
7,67214
7,67213
7,66886
7,66885
7,66770
