Level,Cluster Id
7,28365
7,28364
6,28359
7,28358
7,28259
7,28258
7,28257
7,28255
7,28140
7,28139
7,28038
7,28037
7,28036
7,42266
6,42261
7,42163
7,42049
7,42048
7,42046
7,42045
7,41934
7,41933
6,56179
7,56178
7,56072
7,56071
7,55961
7,55960
7,55959
7,55850
7,55849
7,55738
7,55737
