Level,Cluster Id
7,33278
7,33174
7,33172
7,33064
7,32942
7,32941
7,47072
7,47070
7,47069
7,46958
7,46957
7,46860
7,46859
7,46858
7,46856
7,46855
7,46749
7,46748
7,46747
7,46745
7,46744
7,61108
7,61107
7,61105
7,61104
7,60986
7,60882
7,60881
7,60878
7,60877
7,60876
7,60766
7,60765
7,60764
6,60652
